FID,HUC10,spcode,SUM_Shape_
1971,0604000207,F01F,0.062481281
1972,0604000207,F01T,0.062481281
1973,0604000207,F01Y,0.062481281
1974,0604000207,F03X,0.062481281
1975,0604000207,F041,0.062481281
1976,0604000305,F01F,0.084803012
1977,0604000305,F01T,0.084803012
1978,0604000305,F01Y,0.084803012
1979,0604000305,F03X,0.084803012
1980,0604000305,F041,0.084803012
1981,0604000307,F01Y,0.057582524
1982,0604000307,F03X,0.057582524
1983,0604000307,F041,0.057582524
1984,0604000309,F01Y,0.085896359
1985,0604000309,F03X,0.085896359
1986,0604000309,F041,0.085896359
1987,0604000401,E01B,0.093462755
1988,0604000403,F01Y,0.080676912
1989,0604000403,F041,0.080676912
1990,0604000510,F03X,0.053599955
1991,0604000605,F03X,0.039790525
1992,0702000101,I011,0.063437518
1993,0702000101,I0W1,0.063437518
1994,0702000104,I011,0.088801396
1995,0702000104,I0W1,0.088801396
1996,0702000105,I011,0.039975169
1997,0702000106,I011,0.036137456
1998,0702000107,I011,0.048098693
1999,0702000107,I0W1,0.048098693
2000,0702000111,I0W1,0.072085376
2001,0702000112,I011,0.034990072
2002,0702000112,I0W1,0.034990072
2003,0702000301,E07R,0.053023577
2004,0702000301,I011,0.053023577
2005,0702000301,I0W1,0.053023577
2006,0702000302,E07R,0.039179074
2007,0702000302,I011,0.039179074
2008,0702000302,I0W1,0.039179074
2009,0702000303,I011,0.064747756
2010,0702000303,I0W1,0.064747756
2011,0702000304,I011,0.044466778
2012,0702000304,I0W1,0.044466778
2013,0702000403,E07R,0.074476117
2014,0702000403,I011,0.074476117
2015,0702000404,E07R,0.036610184
2016,0702000501,I0W1,0.12176931
2017,0702000503,I011,0.044446062
2018,0702000503,I0W1,0.044446062
2019,0702000504,I0W1,0.038491243
2020,0702000506,I011,0.088917294
2021,0702000506,I0W1,0.088917294
2022,0702000601,E07R,0.038126217
2023,0702000602,E07R,0.028147956
2024,0702000602,I011,0.028147956
2025,0702000603,I0W1,0.02374702
2026,0702000604,E07R,0.034318057
2027,0702000604,I0W1,0.034318057
2028,0702000801,E07R,0.029146309
2029,0702000803,E07R,0.026313923
2030,0702000804,E07R,0.045715121
2031,0702000805,E07R,0.061143342
2032,0706000201,I0W1,0.063982397
2033,0708010501,E07R,0.022936473
2034,0708010502,E07R,0.01891032
2035,0708010503,E07R,0.064600533
2036,0708010504,E07R,0.051210428
2037,0708010506,E07R,0.036449903
2038,0708010509,E07R,0.071583051
2039,0708020302,I0W1,0.028837018
2040,0708020701,E07R,0.043286904
2041,0708020702,E07R,0.056538816
2042,0708020703,E07R,0.090507046
2043,0708020704,E07R,0.021887069
2044,0708020706,E07R,0.04447307
2045,0708020707,E07R,0.031930685
2046,0708020708,E07R,0.046938523
2047,0709000201,I0W1,0.02639033
2048,0710000101,E07R,0.051799199
2049,0710000101,I011,0.051799199
2050,0710000102,E07R,0.037924966
2051,0710000103,E07R,0.028334977
2052,0710000104,E07R,0.04357645
2053,0710000105,E07R,0.039687953
2054,0710000106,E07R,0.06068996
2055,0710000108,I0W1,0.064931924
2056,0710000201,I0W1,0.053474265
2057,0710000207,E07R,0.029053466
2058,0710000208,E07R,0.048288521
2059,0710000209,E07R,0.033240243
2060,0710000307,E07R,0.046906669
2061,0710000307,I0W1,0.046906669
2062,0710000308,E07R,0.042116096
2063,0710000309,E07R,0.035557752
2064,0710000401,E07R,0.042023614
2065,0710000402,E07R,0.045629547
2066,0710000403,E07R,0.03651438
2067,0710000404,E07R,0.037020412
2068,0710000405,E07R,0.03096168
2069,0710000406,E07R,0.052200086
2070,0710000407,E07R,0.079994228
2071,0710000408,E07R,0.026158332
2072,0710000409,E07R,0.107257312
2073,0710000410,E07R,0.030433733
2074,0710000501,E07R,0.041608024
2075,0710000502,E07R,0.04462466
2076,0710000503,E07R,0.024170562
2077,0710000504,E07R,0.030926507
2078,0710000505,E07R,0.032539296
2079,0710000506,E07R,0.047642016
2080,0710000507,E07R,0.03718514
2081,0710000602,E07R,0.074443737
2082,0710000603,E07R,0.099379202
2083,0710000604,E07R,0.024607599
2084,0710000605,E07R,0.041568752
2085,0710000606,E07R,0.036123731
2086,0710000607,E07R,0.020348937
2087,0710000608,E07R,0.059100914
2088,0710000609,E07R,0.045843112
2089,0710000610,E07R,0.048296181
2090,0710000611,E07R,0.02091951
2091,0710000612,E07R,0.038435835
2092,0710000613,E07R,0.01977891
2093,0710000614,E07R,0.042772028
2094,0710000615,E07R,0.052151713
2095,0710000616,E07R,0.022739124
2096,0710000617,E07R,0.028241072
2097,0710000701,E07R,0.03438467
2098,0710000702,E07R,0.070311906
2099,0710000703,E07R,0.040006348
2100,0710000705,E07R,0.031938165
2101,0710000706,E07R,0.032413728
2102,0710000707,E07R,0.031332033
2103,0710000708,E07R,0.018799048
2104,0710000709,E07R,0.025757378
2105,0710000801,E07R,0.033350203
2106,0710000802,E07R,0.020996243
2107,0710000804,E07R,0.055389841
2108,0712000407,I06P,0.060719882
2109,0714010202,I06P,0.091427804
2110,0714010203,I06P,0.058287899
2111,0714010204,I06P,0.070507906
2112,0801020501,Q3HO,0.074220832
2113,0801020704,Q3HO,0.046070341
2114,0802020204,F03X,0.068602632
2115,0802020205,F03X,0.094937465
2116,0802030105,F03X,0.054081134
2117,0802030305,F03X,0.087901729
2118,0803020704,F03X,0.056513265
2119,0803020705,F03X,0.04925759
2120,0803020710,F03X,0.016369953
2121,0804010201,F03X,0.070026214
2122,0804010205,F03X,0.050338885
2123,0804010207,F03X,0.05140534
2124,0804010208,F03X,0.042334887
2125,0804010209,F03X,0.053000002
2126,0804010309,F03X,0.072569844
2127,0804020403,F03X,0.061359702
2128,0804020404,F03X,0.070746581
2129,0804020405,F03X,0.063590355
2130,0806020207,F03X,0.063510182
2131,0806020210,F03X,0.057793687
2132,0808010105,B079,0.091359901
2133,0808010106,B079,0.025715337
2134,0808020209,B079,0.060117969
2135,0808020210,B079,0.046050755
2136,0808020211,B079,0.065897451
2137,0808020605,B079,0.040029448
2138,0808020606,B079,0.04232822
2139,0808020607,B079,0.029630098
2140,0809010002,B079,0.107479756
2141,0809010003,B079,0.07860669
2142,0809020103,D031,0.064392414
2143,0809020103,E04W,0.064392414
2144,0809020201,E04W,0.155413015
2145,0809020301,E04W,0.036152253
2146,0809020302,E04W,0.016024866
2147,0809020303,E04W,0.035932634
2148,0809020304,E04W,0.094021085
2149,0809020306,E04W,0.091056167
2150,0809020308,B079,0.398122439
2151,0809030105,B079,0.128520482
2152,0809030106,B079,0.062165192
2153,0809030204,B079,0.076370684
2154,0809030206,B079,0.119818344
2155,0809030207,B079,0.103588352
2156,0809030208,B079,0.089521654
2157,0901000304,I011,0.050611382
2158,0901000305,I011,0.057610993
2159,0901000307,I011,0.065035024
2160,0901000401,I011,0.028351392
2161,0901000507,I011,0.074006204
2162,0901000508,I011,0.046458436
2163,0902010103,I0W1,0.048670231
2164,0902010503,I0W1,0.092986713
2165,0902010507,I011,0.05490596
2166,0902010508,I011,0.086561388
2167,0902010508,I0W1,0.086561388
2168,0902010602,I011,0.027728967
2169,0902010602,I0W1,0.027728967
2170,0902010603,I0W1,0.019656628
2171,0902010605,I0W1,0.048229583
2172,0902010606,I011,0.054322327
2173,0902010606,I0W1,0.054322327
2174,0902010807,I0W1,0.051131721
2175,0902010810,I011,0.07906878
2176,0902010810,I0W1,0.07906878
2177,0902010811,I011,0.044723943
2178,0902010811,I0W1,0.044723943
2179,0902020204,I011,0.095871703
2180,0902020405,I011,0.08587909
2181,0902030103,I0W1,0.052374122
2182,0902030201,A00D,0.09552025
2183,0902030202,A00D,0.071101582
2184,0902030203,A00D,0.0236818
2185,0902030204,A00D,0.089722444
2186,0902030205,A00D,0.038383467
2187,0902030206,A00D,0.099268475
2188,0902030306,I011,0.046405646
2189,0902030306,I0W1,0.046405646
2190,0902030401,A00D,0.061586146
2191,0902030403,A00D,0.062094018
2192,0902030406,A00D,0.065643594
2193,0902031207,I011,0.044724249
2194,0902031207,I0W1,0.044724249
2195,0902031401,A00D,0.06704446
2196,0903000103,A00D,0.065699027
2197,0903000103,A073,0.065699027
2198,0903000104,A00D,0.071784576
2199,0903000104,A073,0.071784576
2200,0903000105,A00D,0.074259517
2201,0903000105,A073,0.074259517
2202,0903000106,A00D,0.073984048
2203,0903000106,A073,0.073984048
2204,0903000107,A00D,0.105519345
2205,0903000107,A073,0.105519345
2206,0903000108,A00D,0.080999653
2207,0903000108,A073,0.080999653
2208,0903000109,A00D,0.083409233
2209,0903000109,A073,0.083409233
2210,0903000110,A00D,0.076099989
2211,0903000110,A073,0.076099989
2212,0903000111,A00D,0.070096454
2213,0903000111,A073,0.070096454
2214,0903000112,A00D,0.086440626
2215,0903000112,A073,0.086440626
2216,0903000113,A00D,0.048250248
2217,0903000113,A073,0.048250248
2218,0903000120,A00D,0.099948877
2219,0903000120,A073,0.099948877
2220,0903000121,A00D,0.063223693
2221,0903000121,A073,0.063223693
2222,0903000124,A00D,0.049833748
2223,0903000124,A073,0.049833748
2224,0903000125,A00D,0.03717538
2225,0903000125,A073,0.03717538
2226,0903000126,A00D,0.086330218
2227,0903000126,A073,0.086330218
2228,0903000201,A00D,0.057186708
2229,0903000201,A073,0.057186708
2230,0903000202,A00D,0.094303278
2231,0903000202,A073,0.094303278
2232,0903000203,A073,0.065473004
2233,0903000204,A00D,0.024709408
2234,0903000204,A073,0.024709408
2235,0903000205,A00D,0.080155581
2236,0903000205,A073,0.080155581
2237,0903000311,A00D,0.089531548
2238,0903000311,A073,0.089531548
2239,0903000318,A00D,0.160040851
2240,0903000318,A073,0.160040851
2241,0903000501,A073,0.103050909
2242,0903000502,A00D,0.052876627
2243,0903000503,A00D,0.125334325
2244,0903000504,A073,0.023113409
2245,0903000505,A00D,0.022629464
2246,0903000506,A00D,0.095702914
2247,0903000507,A00D,0.068033788
2248,0903000507,A073,0.068033788
2249,0903000509,A00D,0.055491105
2250,0903000603,A00D,0.06837698
2251,0903000605,A00D,0.095340521
2252,0903000606,A00D,0.052411767
2253,0903000607,A00D,0.088154863
2254,0903000608,A00D,0.094432224
2255,0903000609,A00D,0.03919912
2256,0903000610,A00D,0.03200501
2257,0903000701,A00D,0.065806052
2258,0903000702,A00D,0.054509723
2259,0903000703,A00D,0.058371112
2260,0903000704,A00D,0.085093033
2261,0903000705,A00D,0.033458505
2262,0903000802,A00D,0.040277669
2263,0903000803,A00D,0.085310131
2264,0903000805,A00D,0.125372868
2265,0903000805,A073,0.125372868
2266,0903000806,A00D,0.046795241
2267,0903000807,A00D,0.079706833
2268,0903000903,A00D,0.0840998
2269,0904000101,A073,0.041187361
2270,0904000101,E065,0.082374722
2271,0904000102,A073,0.031919286
2272,0904000102,E065,0.063838573
2273,0904000103,A073,0.056260332
2274,0904000103,E065,0.112520665
2275,0904000104,A073,0.013024283
2276,0904000104,E065,0.013024283
2277,0904000201,A073,0.029971902
2278,0904000202,A073,0.028426774
2279,1002000701,A073,0.113314956
2280,1002000703,A073,0.086500601
2281,1002000801,A073,0.093403253
2282,1002000802,A073,0.023694272
2283,1002000803,A073,0.046205115
2284,1002000805,A073,0.054383309
2285,1002000807,A073,0.0612943
2286,1002000809,A073,0.045143593
2287,1002000810,A073,0.032435831
2288,1003010114,A073,0.051691458
2289,1003010115,A073,0.04881905
2290,1003010118,A073,0.070276424
2291,1003010119,A073,0.050926372
2292,1003010201,A073,0.048449346
2293,1003010202,A073,0.020863866
2294,1003010204,A073,0.057551139
2295,1003010401,A073,0.082413318
2296,1003010402,A073,0.077832288
2297,1003010403,A073,0.033511467
2298,1003010404,A073,0.057774988
2299,1003010405,A073,0.059741404
2300,1003020101,A073,0.093321082
2301,1003020102,A073,0.083379093
2302,1003020105,A073,0.049355508
2303,1003020106,A073,0.097176337
2304,1003020201,A073,0.067978123
2305,1003020501,A073,0.047419799
2306,1003020502,A073,0.027434841
2307,1003020503,A073,0.059343844
2308,1003020506,A073,0.050907306
2309,1005000101,A073,0.067499289
2310,1007000101,A073,0.054089619
2311,1007000102,A073,0.036718643
2312,1007000103,A073,0.04209325
2313,1007000104,A073,0.157417655
2314,1007000105,A073,0.082036343
2315,1007000106,A073,0.115035638
2316,1007000107,A073,0.103962614
2317,1007000108,A073,0.082135564
2318,1007000109,A073,0.088686277
2319,1007000201,A073,0.056845756
2320,1007000202,A073,0.098770721
2321,1007000203,A073,0.048336857
2322,1007000204,A073,0.081276245
2323,1007000205,A073,0.087219154
2324,1007000207,A073,0.025604679
2325,1007000208,A073,0.040216402
2326,1007000209,A073,0.091704055
2327,1007000214,A073,0.08480168
2328,1007000501,A073,0.053104327
2329,1007000502,A073,0.046952513
2330,1007000503,A073,0.042872204
2331,1007000504,A073,0.076987892
2332,1007000505,A073,0.057870329
2333,1007000601,A073,0.050653303
2334,1007000602,A073,0.076604818
2335,1007000603,A073,0.047602078
2336,1007000604,A073,0.050839501
2337,1007000605,A073,0.104926292
2338,1007000606,A073,0.12435213
2339,1007000608,A073,0.071314114
2340,1007000609,A073,0.095731231
2341,1008000101,A073,0.034781196
2342,1008000102,A073,0.104329348
2343,1008000103,A073,0.04808168
2344,1008000104,A073,0.125282797
2345,1008000901,A073,0.061333074
2346,1008000902,A073,0.116299161
2347,1008001201,A073,0.052209995
2348,1008001202,A073,0.116994601
2349,1008001301,A073,0.063326504
2350,1008001302,A073,0.084220827
2351,1011010110,I011,0.062955404
2352,1016000315,I011,0.086909642
2353,1016000315,I0W1,0.086909642
2354,1016000317,I011,0.04657612
2355,1016000317,I0W1,0.04657612
2356,1017020101,I011,0.050687798
2357,1017020102,I011,0.086882882
2358,1017020102,I0W1,0.086882882
2359,1017020204,I011,0.048748876
2360,1017020204,I0W1,0.048748876
2361,1017020209,E07R,0.019657513
2362,1017020209,I011,0.019657513
2363,1017020210,E07R,0.039186993
2364,1017020301,E07R,0.018592372
2365,1017020303,E07R,0.03386813
2366,1017020303,I011,0.03386813
2367,1017020303,I0W1,0.03386813
2368,1017020304,I0W1,0.016879729
2369,1017020313,E07R,0.064122114
2370,1017020315,E07R,0.046191103
2371,1017020316,E07R,0.052694509
2372,1017020317,E07R,0.055877117
2373,1017020319,E07R,0.071252197
2374,1017020401,E07R,0.094085488
2375,1017020401,I011,0.094085488
2376,1017020401,I0W1,0.094085488
2377,1017020402,E07R,0.059000133
2378,1017020403,E07R,0.071529142
2379,1017020404,E07R,0.039673006
2380,1017020405,E07R,0.060630265
2381,1017020405,I0W1,0.060630265
2382,1017020406,E07R,0.074093889
2383,1017020407,E07R,0.038809011
2384,1017020408,E07R,0.046641943
2385,1018000604,Q3GI,0.069086736
2386,1018001108,Q0VV,0.068582128
2387,1018001201,Q0VV,0.09454716
2388,1018001202,Q0VV,0.030961175
2389,1018001204,Q0VV,0.074277759
2390,1019000201,A0C2,0.114078559
2391,1019000201,B074,0.057039279
2392,1019000203,B074,0.06589822
2393,1019000204,A0C2,0.15728315
2394,1019000204,B074,0.078641575
2395,1019000205,A0C2,0.035245506
2396,1019000206,A0C2,0.103557227
2397,1019000206,B074,0.051778613
2398,1019000207,A0C2,0.064500968
2399,1019000207,B074,0.032250484
2400,1019000301,A0C2,0.167283213
2401,1019000304,A0C2,0.190353912
2402,1019000403,A0C2,0.05031966
2403,1019000505,A0C2,0.073120486
2404,1019000506,A0C2,0.068827913
2405,1019000603,A0C2,0.079915091
2406,1019000606,A0C2,0.114261215
2407,1019000701,A0C2,0.057525201
2408,1019000702,A0C2,0.147346601
2409,1019000703,A0C2,0.061889324
2410,1019000706,A0C2,0.048269095
2411,1019000707,A0C2,0.082115651
2412,1019000801,Q0VV,0.046993015
2413,1019000901,Q0VV,0.092998663
2414,1019001501,Q0VV,0.084480895
2415,1019001504,Q0VV,0.078664303
2416,1020010106,B003,0.111929034
2417,1020010107,B003,0.042672084
2418,1020010108,B003,0.081110065
2419,1020010109,B003,0.066308779
2420,1020010110,B003,0.093486306
2421,1020010111,B003,0.085657954
2422,1020010204,B003,0.056653666
2423,1020020102,E07R,0.099192418
2424,1020020303,I0QR,0.062663936
2425,1020020304,I0QR,0.071628135
2426,1020020305,I0QR,0.038139994
2427,1020020309,I0QR,0.085235747
2428,1022000112,E07R,0.025496185
2429,1022000113,E07R,0.101902714
2430,1022000206,E07R,0.049030526
2431,1022000301,E07R,0.098667964
2432,1022000302,E07R,0.077229759
2433,1023000203,E07R,0.092698692
2434,1023000301,E07R,0.050126314
2435,1023000301,I0W1,0.050126314
2436,1023000302,I0W1,0.041775319
2437,1023000303,E07R,0.04754292
2438,1023000303,I0W1,0.04754292
2439,1023000304,E07R,0.025962349
2440,1023000305,E07R,0.102589271
2441,1023000305,I0W1,0.102589271
2442,1023000310,E07R,0.040005304
2443,1023000502,E07R,0.069612839
2444,1023000701,E07R,0.036600764
2445,1023000702,E07R,0.108524955
2446,1024000201,E07R,0.063220163
2447,1024000202,E07R,0.101481401
2448,1024000302,E07R,0.069208753
2449,1029010610,E02B,0.071073007
2450,1029010701,E02B,0.046801101
2451,1029011001,E02B,0.095655772
2452,1029011002,E02B,0.061375712
2453,1029011003,E02B,0.086905869
2454,1029011101,E02B,0.083298544
2455,1029020301,I06P,0.070397351
2456,1101000307,G04I,0.084224122
2457,1101000407,F03X,0.055033343
2458,1101000502,F03X,0.056777535
2459,1101000503,F03X,0.095534335
2460,1101000504,F03X,0.087797369
2461,1101000505,F03X,0.069711833
2462,1101000701,I06P,0.04336722
2463,1101000703,I06P,0.045541821
2464,1101000707,I06P,0.038376614
2465,1101000901,I06P,0.08163422
2466,1101000902,F03X,0.067356208
2467,1101000903,F03X,0.063160347
2468,1101001005,F03X,0.070865984
2469,1101001202,F03X,0.059053188
2470,1101001203,F03X,0.050165256
2471,1101001204,F03X,0.02877687
2472,1101001205,F03X,0.028423754
2473,1101001303,F03X,0.018872477
2474,1101001304,F03X,0.043470531
2475,1101001305,F03X,0.028939218
2476,1101001306,F03X,0.024820402
2477,1101001401,E01E,0.032035774
2478,1101001402,E01E,0.038458638
2479,1101001403,E01E,0.042381076
2480,1101001404,E01E,0.047399108
2481,1101001404,F03X,0.047399108
2482,1101001405,E01E,0.062090563
2483,1101001406,E01E,0.073784389
2484,1102000113,B074,0.049992675
2485,1102000202,B074,0.073428745
2486,1102000203,B074,0.043833714
2487,1102000204,B074,0.077175315
2488,1102000205,B074,0.057392649
2489,1102000207,B074,0.033697383
2490,1102000210,B074,0.054085029
2491,1102000211,B074,0.056962219
2492,1102000301,A0C2,0.127435278
2493,1102000301,B074,0.063717639
2494,1102000302,B074,0.031852863
2495,1102000303,B074,0.084875471
2496,1102000602,B074,0.065215414
2497,1102000603,B074,0.025100439
2498,1102000608,B074,0.067184464
2499,1103000904,B003,0.077366902
2500,1103001001,B003,0.087908755
2501,1103001101,B003,0.099078645
2502,1104000604,E05X,0.063381756
2503,1104000605,E05X,0.108731166
2504,1104000606,E05X,0.08316103
2505,1104000801,E05X,0.040836764
2506,1104000803,E05X,0.062697404
2507,1104000805,E05X,0.106331042
2508,1104000806,E05X,0.121355394
2509,1105000102,E05X,0.057657924
2510,1105000103,E05X,0.070189601
2511,1105000104,E05X,0.104651927
2512,1105000105,E05X,0.107354942
2513,1105000107,E05X,0.0960701
2514,1105000201,E05X,0.073204485
2515,1105000202,E05X,0.050504581
2516,1105000203,E05X,0.060340116
2517,1105000204,E05X,0.107488671
2518,1105000205,E05X,0.065278503
2519,1105000208,E05X,0.098087971
2520,1105000211,E05X,0.085246402
2521,1106000403,B003,0.097118372
2522,1107010104,F00F,0.079358157
2523,1107010105,F00F,0.04805106
2524,1107010203,F00F,0.080704639
2525,1107010301,F00F,0.097325219
2526,1107010305,F03X,0.091167705
2527,1107010502,F03X,0.044793768
2528,1107020302,F00F,0.065729059
2529,1107020304,F00F,0.072949604
2530,1107020401,F00F,0.076242723
2531,1107020402,F00F,0.066859664
2532,1107020403,F00F,0.06821876
2533,1107020403,F03X,0.06821876
2534,1107020404,F00F,0.076876868
2535,1107020404,F03X,0.076876868
2536,1107020405,F00F,0.073470286
2537,1107020501,F00F,0.102406902
2538,1107020502,F00F,0.048951949
2539,1107020506,F00F,0.060014941
2540,1107020703,F00F,0.100772423
2541,1107020705,F00F,0.075744465
2542,1107020705,F03X,0.075744465
2543,1107020708,F00F,0.066013752
2544,1107020709,F00F,0.056503242
2545,1107020709,F03X,0.056503242
2546,1107020805,F00F,0.051045084
2547,1108000101,A0BX,0.095020561
2548,1108000401,A0BX,0.064406145
2549,1108000401,B094,0.064406145
2550,1108000402,B074,0.075820163
2551,1108000403,B074,0.083126611
2552,1109020105,E05X,0.084819781
2553,1109020107,E05X,0.058388905
2554,1109020201,E05X,0.107991339
2555,1109020203,E05X,0.082251472
2556,1109020205,E05X,0.100916622
2557,1109020206,E05X,0.068401133
2558,1109020402,E05X,0.074162426
2559,1111010303,F00F,0.053685434
2560,1111010304,F00F,0.029269524
2561,1111010306,F00F,0.054687917
2562,1111010308,F00F,0.04400703
2563,1111010309,F00F,0.08563278
2564,1114010701,E017,0.105320177
2565,1114010702,E017,0.087534195
2566,1114010703,F03X,0.083740742
2567,1114010704,F03X,0.079448403
2568,1114010801,E017,0.044708438
2569,1114010802,E017,0.078375722
2570,1114010903,F03X,0.075692444
2571,1114010906,F03X,0.02765206
2572,1114010911,F03X,0.036318371
2573,1201000206,Q0ZH,0.089587655
2574,1201000407,Q34U,0.036452616
2575,1201000409,Q34U,0.043601736
2576,1202000201,Q0ZH,0.070688384
2577,1202000202,Q0ZH,0.069195884
2578,1202000402,Q0ZH,0.072095901
2579,1202000407,Q0ZH,0.049415181
2580,1202000507,Q34U,0.047406997
2581,1203020207,Q0ZH,0.124757552
2582,1204020203,B079,0.073920016
2583,1204020204,B079,0.058929218
2584,1204020402,B079,0.090544744
2585,1204020404,B079,0.069253473
2586,1204020504,B079,0.141699603
2587,1205000302,E04K,0.041849505
2588,1205000302,E05Z,0.041849505
2589,1205000303,E04K,0.107407994
2590,1205000303,E05Z,0.107407994
2591,1205000305,E04K,0.063562113
2592,1205000305,E05Z,0.063562113
2593,1205000405,E04K,0.068992002
2594,1205000405,E05Z,0.068992002
2595,1205000406,E04K,0.07523258
2596,1205000406,E05Z,0.07523258
2597,1205000407,E04K,0.053004656
2598,1205000407,E05Z,0.053004656
2599,1205000408,E04K,0.075303156
2600,1205000408,E05Z,0.075303156
2601,1205000409,E04K,0.07068655
2602,1205000409,E05Z,0.07068655
2603,1205000605,E04K,0.073789832
2604,1205000605,E05Z,0.073789832
2605,1205000701,E04K,0.115853298
2606,1205000701,E05Z,0.115853298
2607,1205000702,E04K,0.063447437
2608,1205000702,E05Z,0.063447437
2609,1205000704,E04K,0.09471587
2610,1205000704,E05Z,0.09471587
2611,1205000705,E04K,0.072423735
2612,1205000705,E05Z,0.072423735
2613,1205000707,E04K,0.101044612
2614,1205000707,E05Z,0.101044612
2615,1206010102,E04K,0.065062141
2616,1206010102,E05Z,0.065062141
2617,1206010104,E04K,0.082357258
2618,1206010104,E05Z,0.082357258
2619,1206010106,E04K,0.034008356
2620,1206010106,E05Z,0.034008356
2621,1206010108,E04K,0.115118321
2622,1206010108,E05Z,0.115118321
2623,1206010109,E04K,0.053264181
2624,1206010109,E05Z,0.053264181
2625,1206010403,E04K,0.028929768
2626,1206010403,E05Z,0.028929768
2627,1206020101,E04K,0.068647679
2628,1206020101,E05Z,0.068647679
2629,1206020105,E04K,0.066064879
2630,1206020105,E05Z,0.066064879
2631,1207010106,D004,0.137442503
2632,1207010405,B079,0.056779211
2633,1207020304,D02X,0.042308201
2634,1207020501,D02S,0.065380494
2635,1207020502,D02S,0.032806978
2636,1207020503,D02S,0.030915529
2637,1207020504,D02T,0.126308079
2638,1207020505,D02S,0.07775686
2639,1209020502,D02T,0.079337824
2640,1209020503,D02T,0.079706805
2641,1209020503,D033,0.079706805
2642,1209030102,D004,0.046739228
2643,1209030104,D004,0.045022546
2644,1209030105,D004,0.072449295
2645,1209030202,B079,0.087060184
2646,1209040103,B079,0.082241359
2647,1209040204,B079,0.114628386
2648,1210020201,I0MH,0.105901447
2649,1210020201,I0MI,0.105901447
2650,1210020201,K019,0.105901447
2651,1210020302,I0MI,0.048027447
2652,1210020303,D00I,0.077598409
2653,1210020303,E00T,0.077598409
2654,1210020303,E021,0.077598409
2655,1210020303,I0MH,0.077598409
2656,1210020303,Q24A,0.077598409
2657,1210030101,I0P1,0.052787992
2658,1210030101,I0RF,0.052787992
2659,1210030101,J016,0.052787992
2660,1210030101,J01A,0.052787992
2661,1210030102,J016,0.036860235
2662,1210030102,J01A,0.036860235
2663,1210030204,I0P1,0.057261543
2664,1210030204,I0PT,0.057261543
2665,1210030204,I0RF,0.057261543
2666,1210030204,J018,0.057261543
2667,1210030204,J019,0.057261543
2668,1210030204,J01B,0.057261543
2669,1210030205,I0P1,0.086326491
2670,1210030205,J01D,0.086326491
2671,1210040104,B079,0.064341288
2672,1210040105,B079,0.156166395
2673,1210040205,B079,0.049205925
2674,1210040302,B003,0.070735301
2675,1210040302,B079,0.141470601
2676,1210040400,B003,0.034877311
2677,1210040501,B003,0.034791936
2678,1210040503,B003,0.060509971
2679,1210040504,B003,0.05549915
2680,1210040504,B079,0.05549915
2681,1211020100,B079,0.041348841
2682,1211020201,B079,0.064817421
2683,1211020202,B079,0.076712917
2684,1211020300,B079,0.109971285
2685,1211020700,B079,0.838725747
2686,1211020803,B079,0.105828769
2687,1211020805,B079,0.083112407
2688,1211020808,B079,0.065191958
2689,1211020809,B079,0.085467679
2690,1211020810,B079,0.12883155
2691,1301000112,B06R,0.019139758
2692,1301000113,B06R,0.048499427
2693,1301000201,B06R,0.022858829
2694,1301000202,B094,0.092207886
2695,1301000204,B094,0.101897947
2696,1301000207,B06R,0.104909242
2697,1301000207,B094,0.104909242
2698,1301000211,B06R,0.066230744
2699,1301000211,B094,0.066230744
2700,1301000503,B06R,0.057110208
2701,1301000504,B06R,0.068404359
2702,1301000504,B094,0.068404359
2703,1302010105,B094,0.038259717
2704,1302010106,B094,0.071020912
2705,1302010109,B094,0.083146106
2706,1302010111,B06R,0.072010907
2707,1302010111,B094,0.072010907
2708,1302010112,B06R,0.050128082
2709,1302010113,B06R,0.052001383
2710,1302010113,B094,0.052001383
2711,1302010113,D019,0.052001383
2712,1302010216,B06R,0.035948006
2713,1302020101,B06R,0.066159815
2714,1302020101,B074,0.066159815
2715,1302020101,E07I,0.132319629
2716,1302020102,B06R,0.093334214
2717,1302020102,B074,0.093334214
2718,1302020102,D019,0.093334214
2719,1302020102,E07I,0.186668428
2720,1302020105,B06R,0.049855728
2721,1302020105,B074,0.049855728
2722,1302020105,E07I,0.099711455
2723,1302020106,B06R,0.100137375
2724,1302020106,B074,0.100137375
2725,1302020106,D019,0.100137375
2726,1302020106,E07I,0.20027475
2727,1302020201,A0BX,0.069115163
2728,1302020201,B074,0.069115163
2729,1302020201,D019,0.069115163
2730,1302020202,A0BX,0.051981831
2731,1302020202,B074,0.051981831
2732,1302020202,D019,0.051981831
2733,1302020203,B074,0.063539079
2734,1302020204,D019,0.033760787
2735,1302020205,B06R,0.049691107
2736,1302020205,E07I,0.099382214
2737,1302020301,B06R,0.08468301
2738,1302020301,B074,0.08468301
2739,1302020301,E07I,0.169366019
2740,1302020302,B06R,0.033760788
2741,1302020302,E07I,0.067521575
2742,1302020303,B06R,0.068943529
2743,1302020303,B074,0.068943529
2744,1302020303,E07I,0.137887058
2745,1302020304,B06R,0.097417746
2746,1302020304,B074,0.097417746
2747,1302020304,B094,0.097417746
2748,1302020304,E07I,0.194835492
2749,1302020305,B06R,0.096973334
2750,1302020305,B074,0.096973334
2751,1302020305,B094,0.096973334
2752,1302020305,E07I,0.193946669
2753,1302020306,B06R,0.094457105
